Reaction ID,RXN type,Reactant(s)
43786659,inter_rxn_one_to_beta,"['C=CCNC(=O)c1ccccc1NC(=O)c1ccccc1', 'Fc1ccc(I)cc1']"
43786661,inter_rxn_one_to_beta,"['C=CCNC(=O)c1ccccc1NC(=O)c1ccccc1', 'COc1ccc(I)cc1']"
43786663,inter_rxn_one_to_beta,"['C=CCNC(=O)c1ccccc1NC(=O)c1ccccc1', 'Clc1ccccc1I']"
43786682,inter_rxn_one_to_beta,"['C=CCNC(=O)c1ccc(F)cc1NC(=O)c1ccc(OC)cc1', 'Ic1ccccc1']"
43821027,inter_rxn_one_to_beta,"['C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'CC(=O)c1ccc(Br)cc1']"
43821036,inter_rxn_one_to_beta,"['C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'COc1cncc(Br)c1']"
44429699,inter_rxn_one_to_beta,"['C=CCc1ccc(OC)cc1', 'COc1cc(I)ccc1O']"
44747176,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Brc1cncc(Br)c1']"
46292080,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COCOc1ccc(Br)cc1Cl']"
46605983,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'O=C1C(O)=C(I)C(=O)c2ccccc21']"
46647295,inter_rxn_one_to_beta,"['C=CP(=O)(O)O', 'Fc1cccc(F)c1I']"
46706996,inter_rxn_one_to_beta,"['C=CP(=O)(OCC)OCC', 'N#Cc1ccc(Br)cc1']"
46707012,inter_rxn_one_to_beta,"['C=CP(=O)(OC(C)C)OC(C)C', 'COc1ccc(I)cc1']"
46707020,inter_rxn_one_to_beta,"['C=CP(=O)(OC(C)C)OC(C)C', 'Clc1ccc(Br)cc1']"
46707021,inter_rxn_one_to_beta,"['C=CP(=O)(OC(C)C)OC(C)C', 'FC(F)(F)c1ccc(Br)cc1']"
46707022,inter_rxn_one_to_beta,"['C=CP(=O)(OC(C)C)OC(C)C', 'CC(=O)c1ccc(Br)cc1']"
46707024,inter_rxn_one_to_beta,"['C=CP(=O)(OC(C)C)OC(C)C', 'N#Cc1ccc(Br)cc1']"
47089892,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cn1ccc2c(Br)cccc21']"
47183669,inter_rxn_one_to_beta,"['C=Cc1ccc(C#N)cc1', 'Brc1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1']"
47944870,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Brc1ccc2c(c1)-c1nccn1CCO2']"
48407402,inter_rxn_one_to_beta,"['C=CC(N)=O', 'Brc1cccc2[nH]ncc12']"
48919839,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CC(C)=CCc1cc(I)ccc1OC(=O)Cc1ccc2ccccc2c1']"
50035656,inter_rxn_one_to_beta,"['C=Cc1ccc(N(CCCC)CCCC)cc1', 'O=Cc1ccc(Br)cc1']"
50120638,inter_rxn_one_to_beta,"['C=Cc1nc2ccccc2s1', 'Brc1ccc(-n2c3ccccc3c3ccccc32)cc1']"
50445268,inter_rxn_one_to_beta,"['C=CC(N)=O', 'CCn1c(=O)n(COCC[Si](C)(C)C)c2cccc(Oc3cc(Br)cc(C#N)c3)c21']"
52287273,inter_rxn_one_to_beta,"['C=Cc1ccc(N(C)C)cc1', 'Brc1ccc(Br)c2n[se]nc12']"
52486776,inter_rxn_one_to_beta,"['C=Cc1ccncc1', 'CCN1c2ccc(Br)cc2Sc2cc(C=O)ccc21']"
52488314,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'Brc1ccccn1']"
52488318,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'Brc1cnc2ccccc2c1']"
52488326,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'FC(F)(F)c1ccc(Br)cc1']"
52596302,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(C)OCc1ccc(Br)cc1']"
52798115,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC1(C)CCCC=C1OS(=O)(=O)C(F)(F)F']"
53057394,inter_rxn_one_to_beta,"['C=CC#N', 'Nc1c(F)cc(I)cc1Cl']"
53292724,inter_rxn_one_to_beta,"['C=C[C@]1(C)C[C@H](C=C(C)C)c2c(c3ccccc3n(C)c2=O)O1', 'COc1cc(OC)c2ccc(=O)oc2c1I']"
53292726,inter_rxn_one_to_beta,"['C=C[C@@]1(C)C[C@@H](C=C(C)C)c2c(c3ccccc3n(C)c2=O)O1', 'COc1cc(OC)c2ccc(=O)oc2c1I']"
53292727,inter_rxn_one_to_beta,"['C=C[C@]1(C)C[C@@H](C=C(C)C)c2c(c3ccccc3n(C)c2=O)O1', 'COc1cc(OC)c2ccc(=O)oc2c1I']"
53783294,inter_rxn_one_to_alpha,"['C=Cc1ccccc1', 'CCOP(=O)(OCC)C(=Cc1cnc2ccc(Br)cn12)C(=O)OC(C)(C)C']"
54088774,inter_rxn_one_to_beta,"['C=Cc1ccc(C(=O)OC)cc1', 'CC(C)[Si](Oc1ccc(Br)cc1)(C(C)C)C(C)C']"
55594531,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)c1ccc(I)c(OC)c1']"
55961666,inter_rxn_one_to_beta,"['C=CCCCC', 'CC1(C)OC(=O)c2c(cccc2OS(=O)(=O)C(F)(F)F)O1']"
56184121,inter_rxn_one_to_beta,"['C=CC(=O)Nc1cccn2ccnc12', 'Ic1ccccc1']"
56751314,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'COC(=O)c1cncc(Br)c1']"
57391952,inter_rxn_one_to_beta,"['C=Cc1ccc2c(c1)Sc1ccccc1N2CCCCCCCC', 'O=S(=O)(c1ccccc1)c1ccc(Br)cc1']"
57860066,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'COc1ccc(Br)c([N+](=O)[O-])c1']"
57860084,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'O=[N+]([O-])c1ccc(F)cc1Br']"
58218616,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=C1[C@@H]2CCC[C@H]1C(c1ccccc1)=C2I']"
58584424,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'COC(=O)c1cc(-c2ccccc2)c(C(=O)OC)cc1Br']"
58656429,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CCN(CC)c1ccc2cc(-c3nc4ccccn4c3Br)c(=O)oc2c1']"
58656430,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CCN(CC)c1ccc2cc(-c3nc4cc(C)ccn4c3Br)c(=O)oc2c1']"
58932777,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1']"
58960660,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CCc1nc2cc(F)c(I)cc2c(=O)n1-c1cc(C)c(Br)cc1C']"
58960765,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1nc2cc(F)c(I)cc2c(=O)n1-c1c(C(C)C)cccc1C(C)C']"
58996695,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'Brc1cncc2c1[nH]c1ccccc12']"
59100667,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CN(Cc1cccc(NS(=O)(=O)c2cccc(Br)c2)c1)C(=O)OC(C)(C)C']"
59100671,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CN(Cc1cccc(NCc2ccc(Br)cc2)c1)C(=O)OC(C)(C)C']"
59143958,inter_rxn_one_to_beta,"['C=Cc1ccc(OC(C)(C)C(N)=O)cc1', 'COc1ccc(Br)cc1']"
59143959,inter_rxn_one_to_beta,"['C=Cc1ccc(OC(C)(C)C(=O)O)cc1', 'Brc1ccccc1']"
59143960,inter_rxn_one_to_beta,"['C=Cc1ccc(OC(C)(C)C(N)=O)cc1', 'Brc1ccccc1']"
59143962,inter_rxn_one_to_beta,"['C=Cc1ccc(OC(C)(C)C(N)=O)cc1', 'Oc1ccc(Br)cc1']"
59143965,inter_rxn_one_to_beta,"['C=Cc1ccc(OC(C)(C)C(=O)O)cc1', 'Fc1ccc(Br)cc1']"
59143968,inter_rxn_one_to_beta,"['C=Cc1ccc(OC(C)(C)C(=O)O)cc1', 'FC(F)(F)c1ccc(Br)cc1']"
59432668,inter_rxn_one_to_beta,"['C=CC(N)=O', 'O=c1ccc2cnc3ccc(Br)cc3c2n1-c1cccc(C(F)(F)F)c1']"
59632199,inter_rxn_one_to_beta,"['C=CC(=O)Nc1cccc(F)c1C', 'O=C1Cc2c(F)cc(Br)cc2N1']"
1519622,inter_rxn_one_to_beta,"['C=CC#N', 'Ic1cccs1']"
1519648,inter_rxn_one_to_beta,"['C=C[Si](C)(C)C', 'Ic1cccs1']"
1525439,inter_rxn_one_to_beta,"['C=C[Si](C)(C)C', 'Ic1ccsc1']"
1532503,inter_rxn_one_to_beta,"['C=CCS(N)(=O)=O', 'Brc1cccnc1']"
1545484,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'O=c1ccc(I)ccc1O']"
1545582,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Ic1cc2cccccc-2c1']"
1545617,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'N#Cc1ccc(Br)cc1/C=C\\C(=O)O']"
1545662,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Brc1cc2ccc1CCc1ccc(cc1)CC2']"
1632308,inter_rxn_one_mixture,"['C=CN1CCCC1=O', 'Ic1cccc2ccccc12']"
1646737,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1cnc(C)c(Cl)n1']"
1729249,inter_rxn_one_to_beta,"['C=CN1C(=O)c2ccccc2C1=O', 'Cc1ccc(S(=O)(=O)n2ccc3c(Br)cccc32)cc1']"
1767845,inter_rxn_one_to_beta,"['C=CCc1ccc2c(c1)OCO2', 'O=c1ccccc(I)c1O']"
1793026,inter_rxn_one_to_beta,"['C=COCCN(C)C', 'Ic1ccccc1']"
1793046,inter_rxn_one_to_beta,"['C=CC(=O)OCC(C)C', 'Ic1ccccc1']"
1793047,inter_rxn_one_to_beta,"['C=CC(=O)OCCCCC', 'Ic1ccccc1']"
1793054,inter_rxn_one_to_beta,"['C=CC(=O)OCCCCCCCC', 'Ic1ccccc1']"
1793193,inter_rxn_one_to_beta,"['C=CC(=O)OC1CCCCCCCCCCC1', 'Ic1ccccc1']"
1793506,inter_rxn_one_to_beta,"['C=C[C@@H](COC(C)=O)NC(=O)OCc1ccccc1', 'Ic1ccccc1']"
1813633,inter_rxn_one_to_alpha,"['C=COCCCC', 'Cc1ccc(I)cc1']"
1813645,inter_rxn_one_to_alpha,"['C=COCCCC', 'COc1ccc(I)cc1']"
1813674,inter_rxn_one_to_alpha,"['C=COCCCC', 'O=S(=O)(Oc1ccccc1)C(F)(F)F']"
1816795,inter_rxn_one_to_beta,"['C=CS(N)(=O)=O', 'Brc1ccncc1']"
1855908,inter_rxn_one_to_beta,"['C=CC(C)(C)O', 'COc1cc(Br)c(C=O)cc1OC']"
1855982,inter_rxn_one_to_beta,"['C=CC(C)(C)O', 'COc1cc2c(c(OC)c1I)c(=O)c1ccccc1n2C']"
1861623,inter_rxn_one_to_beta,"['C=CC(=O)CCCCC', 'COC(=O)CCCCCCC1=C(Br)C(O[Si](C)(C)C(C)(C)C)CC1=O']"
1929904,inter_rxn_one_to_alpha,"['C=COCCN(C)C', 'O=S(=O)(Oc1ccccc1)C(F)(F)F']"
1938074,inter_rxn_one_to_beta,"['C=CC(O)CCCCC', 'CC1=C(OS(=O)(=O)C(F)(F)F)CCC1=O']"
1944631,inter_rxn_one_to_beta,"['C=CCCCCCCCCO', 'COCOc1cc(Br)c(OCOC)c(OC)c1']"
2005092,inter_rxn_one_to_beta,"['C=C/C=C/c1ccccc1', 'COC(=O)c1ccc(Br)cc1']"
2170768,inter_rxn_one_mixture,"['C=COCCP(c1ccccc1)c1ccccc1', 'CC(=O)Nc1cccc(OS(=O)(=O)C(F)(F)F)c1']"
2484704,inter_rxn_one_mixture,"['C=COCCP(c1ccccc1)c1ccccc1', 'CC(=O)c1ccccc1OS(=O)(=O)C(F)(F)F']"
2889866,inter_rxn_one_to_beta,"['C=CC(C)=O', 'COc1ccc2ccc(=O)oc2c1I']"
2890270,inter_rxn_one_to_beta,"['C=CC(C)=O', 'COc1ccc2cc(I)ccc2c1']"
3352657,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1ccc(S(=O)(=O)n2ccc3c(Br)cccc32)cc1']"
3353050,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CCCc1cc2n(c(=O)c1I)CCC21OCCO1']"
3353064,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'C[Si](C)(C)c1cc2n(c(=O)c1I)CCC21OCCO1']"
3533433,inter_rxn_one_to_beta,"['C=CC(=O)O', 'Ic1ccc2c(c1)OCCOCCOCCOCCO2']"
3561070,inter_rxn_one_mixture,"['C=COC', 'O=[N+]([O-])c1ccc(Br)cc1']"
3791138,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC(C)c1cnc(C(C)C)c(Cl)n1']"
4246898,inter_rxn_one_to_beta,"['C=C[C@H](O)[C@@H](O)COCc1ccc(OC)cc1', 'Ic1ccccc1']"
4247620,inter_rxn_one_to_beta,"['C=C[C@H](O)[C@@H](O)COCc1ccc(OC)cc1', 'Cc1ccccc1I']"
4293892,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC(C)c1cc(C(C)C)c(I)c(C(C)C)c1']"
4536455,inter_rxn_one_to_beta,"['C=Cc1ccc2ccc(Cl)cc2n1', 'COC(=O)c1ccccc1CCC(=O)c1cccc(OS(=O)(=O)C(F)(F)F)c1']"
4607032,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)cc1', 'Nc1ccc([N+](=O)[O-])cc1Br']"
4673247,inter_rxn_one_to_beta,"['C=Cc1ccc(C#N)cc1', 'CC(C)(C)OC(=O)CN1CCc2cc(OS(=O)(=O)C(F)(F)F)ccc2C1=O']"
4836086,inter_rxn_one_to_beta,"['C=CC(=O)O', 'CC1(C)C=Cc2cc(I)c([N+](=O)[O-])cc2O1']"
4868051,inter_rxn_one_to_beta,"['C=CCN(C(=O)C(F)(F)F)c1ccccc1C#Cc1ccccc1', 'CC(=O)c1ccc(I)cc1']"
4923284,inter_rxn_one_mixture,"['C=Cc1ccccc1', 'Cc1ccc(Cl)cc1']"
4923288,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'C=Cc1ccccc1Br']"
4929325,inter_rxn_one_to_beta,"['C=C[C@H](O[Si](C)(C)C(C)(C)C)[C@H](CCCC(=O)OCC)O[Si](C)(C)C(C)(C)C', 'O=Cc1cccc(Br)c1']"
4940735,inter_rxn_one_mixture,"['C=Cc1ccccc1', 'O=Cc1ccc(Cl)cc1']"
4945469,inter_rxn_one_to_beta,"['C=CC(C)=O', 'CC1=C(OS(=O)(=O)C(F)(F)F)C(C)(C)C[C@H](O[Si](C)(C)C(C)(C)C)C1']"
4946516,inter_rxn_one_to_beta,"['C=C[C@H](O[Si](C)(C)C(C)(C)C)[C@H](CCCC(=O)OCC)O[Si](C)(C)C(C)(C)C', 'O=Cc1ccc(Br)cc1']"
4955942,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'COc1cnc2ccccc2c1OS(=O)(=O)C(F)(F)F']"
4979228,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'COC(=O)/C=C/C1=C(Cl)CCCC1']"
5010471,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)/C=C/C1=C(Br)CCCC1']"
5010472,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CCOC(=O)/C=C/C1=C(Br)CCCC1']"
5134721,inter_rxn_one_to_beta,"['C=CCn1nnc2ccccc21', 'Brc1cccs1']"
5138483,inter_rxn_one_to_beta,"['C=CCn1nnc2ccccc21', 'Cc1ccc(Br)c2ccccc12']"
5138484,inter_rxn_one_to_beta,"['C=CCn1nnc2ccccc21', 'Brc1c2ccccc2cc2ccccc12']"
5138485,inter_rxn_one_to_beta,"['C=CCn1nnc2ccccc21', 'Brc1cc2ccccc2c2ccccc12']"
5142948,inter_rxn_one_to_alpha,"['C=COCc1ccccc1', 'O=c1c2cncc(I)c2cc2n1CCc1c-2[nH]c2ccccc12']"
5195201,inter_rxn_one_to_beta,"['C=Cc1ccc(OC(C)=O)cc1', 'COc1ccc2cc(Br)ccc2c1Br']"
5195208,inter_rxn_one_to_beta,"['C=Cc1ccc(OC(C)=O)cc1', 'COc1c(Br)ccc2c(OC)c(/C=C/c3ccncc3)ccc12']"
5282551,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)Cc1cc(OC)c(OC)cc1I']"
5282580,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1cc2c(c(C)c1Br)CC(C)(C)C2=O']"
5318389,inter_rxn_one_to_beta,"['C=Cc1nc(C)c(OC(=O)C(C)(C)C)c2c1COC2OC', 'Ic1ccccc1']"
5322967,inter_rxn_one_to_beta,"['C=Cc1ccc2ccccc2c1', 'COc1ccc(C)c(I)c1']"
8544456,inter_rxn_one_mixture,"['C=Cc1ccccc1', 'CC(C)(C)OC(=O)n1cc(I)c([Si](C)(C)C)c1']"
8609705,inter_rxn_one_to_beta,"['C=CC[C@H]1C(=O)N(c2ccccc2)[C@@H]1c1ccc(OC)cc1', 'Brc1cncnc1']"
8611408,inter_rxn_one_to_beta,"['C=CC[C@H]1C(=O)N(c2ccccc2)[C@@H]1c1ccc(OC)cc1', 'Brc1ccc2[nH]ccc2c1']"
8639866,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1ccc(C(N)=O)cc1I']"
8677027,inter_rxn_one_to_beta,"['C=CC(=O)OCC(CC)CCCC', 'Cc1ccccc1Cl']"
8680495,inter_rxn_one_to_alpha,"['C=CCNC(=O)OC(C)(C)C', 'O=S(=O)(Oc1ccccc1)C(F)(F)F']"
8680497,inter_rxn_one_to_alpha,"['C=CCN(C)C(=O)OC(C)(C)C', 'O=S(=O)(Oc1ccccc1)C(F)(F)F']"
8681920,inter_rxn_one_to_alpha,"['C=CCNC(=O)OC(C)(C)C', 'COc1ccccc1OS(=O)(=O)C(F)(F)F']"
8684366,inter_rxn_one_to_alpha,"['C=CCNC(=O)OC(C)(C)C', 'O=S(=O)(Oc1cccc2ccccc12)C(F)(F)F']"
8684368,inter_rxn_one_to_alpha,"['C=CCNC(=O)OC(C)(C)C', 'Cc1cc(C)c(C)c(OS(=O)(=O)C(F)(F)F)c1']"
8739979,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Brc1ccc2cc[nH]c2n1']"
8767838,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(=O)n1ccc2c(I)ccnc21']"
8770568,inter_rxn_one_to_beta,"['C=CC(=O)O', 'O=C(O)Cc1ccccc1Br']"
8774307,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=[N+]([O-])c1ccc(-c2ccncc2Br)cc1']"
8797915,inter_rxn_one_to_beta,"['C=C[Si](C)(OCC)OCC', 'Brc1ccc(-c2nnc(-c3cccc4ccccc34)o2)cc1']"
8930003,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Fc1c(F)c(F)c(I)c(F)c1F']"
8960527,inter_rxn_one_to_beta,"['C=CC(=O)O', 'COc1ccc(S(=O)(=O)Nc2ccc(I)cc2)cc1OC']"
8998718,inter_rxn_one_to_beta,"['C=CCNC1=NCCN1', 'Cc1ccccc1I']"
9058321,inter_rxn_one_to_beta,"['C=Cc1cccnc1', 'CC(C)(C)OC(=O)N1CCC[C@H]1COc1cnc(Cl)c(I)c1']"
9070375,inter_rxn_one_to_beta,"['C=Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'FC(F)(F)c1ccc(Br)cc1']"
9122604,inter_rxn_one_to_beta,"['C=CC(=O)N1CCOCC1', 'O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(I)cc1']"
9146199,inter_rxn_one_to_beta,"['C=CC#N', 'O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(I)cc1']"
9177604,inter_rxn_one_to_beta,"['C=Cc1ccncc1', 'CCOP(=O)(Cc1ccc(Br)cc1)OCC']"
9178036,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'Brc1ccccn1']"
9204986,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CCCCCC(O)c1cccc2ccc(Br)cc12']"
9204989,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(C)[Si](C)(C)OC(CCO)c1cccc2ccc(Br)cc12']"
9298175,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)cc1', 'Oc1ccc(-c2nc3ccccn3c2-c2ccc(Br)cc2)cc1']"
9333559,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)C1=Nc2cc(I)ccc2OC12CC2']"
9337529,inter_rxn_one_to_beta,"['C=CC(=O)O', 'Clc1ccc(Cl)c(I)c1']"
9337536,inter_rxn_one_to_beta,"['C=CC(=O)O', 'FC1(F)Oc2cccc(I)c2O1']"
9340087,inter_rxn_one_to_beta,"['C=CC=O', 'COC(=O)C1=Nc2cc(I)ccc2OC12CC2']"
9381309,inter_rxn_one_to_beta,"['C=C[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OC', 'O=[N+]([O-])c1ccc(I)cc1']"
9381508,inter_rxn_one_mixture,"['C=CN1CCCC1=O', 'CC(=O)C1CC[C@H]2[C@@H]3CC=C4C=C(OS(=O)(=O)C(F)(F)F)CC[C@]4(C)[C@H]3CC[C@]12C']"
9472945,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@]3(CO)C[C@H]23)cc1I']"
9519016,inter_rxn_one_to_beta,"['C=CC(=O)c1ccc(OC)cc1OC', 'CC(=O)Oc1ccc(I)cc1']"
9579049,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)cc1', 'CCCCn1c(C(=O)NC(C)(C)C)nc(Br)c1C(=O)NC(C)(C)C']"
9600549,inter_rxn_one_to_beta,"['C=CP(=O)(OCC)OCC', 'CC(C)(C)OC(=O)Nc1ccccc1Br']"
9602717,inter_rxn_one_to_beta,"['C=CC#N', 'COCn1nc(-c2ccccc2)c(Br)cc1=O']"
9603187,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COCn1nc(-c2ccccc2)c(Br)cc1=O']"
9603204,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Ic1nn(-c2ccccc2)c2ncccc12']"
9609272,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'COCn1nc(-c2ccccc2)c(Br)cc1=O']"
9652882,inter_rxn_one_mixture,"['C=Cc1ccc(OC)cc1OC', 'COc1cc(I)cc(OC)c1']"
9769790,inter_rxn_one_to_alpha,"['C=COCCOC=C', 'Brc1ccccc1']"
9770020,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)c(OC)c1', 'Nc1ccccc1I']"
9772908,inter_rxn_one_to_alpha,"['C=COCCCC', 'O=Cc1cccc(Br)c1']"
9772911,inter_rxn_one_to_alpha,"['C=COCCCC', 'Fc1cccc(Br)c1']"
9772913,inter_rxn_one_to_alpha,"['C=COCCCC', 'COc1ccccc1Br']"
9776839,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'COc1c(C)cc(Br)cc1C']"
9776840,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'CC(C)(C)c1cc(Br)cc(C(C)(C)C)c1']"
9778186,inter_rxn_one_to_beta,"['C=Cc1ccc(C(F)(F)F)cc1', 'Cc1ccc(Br)cc1']"
9778225,inter_rxn_one_to_beta,"['C=CC(=O)c1ccc(OC)c(OC)c1', 'CC(=O)Oc1ccccc1I']"
9799150,inter_rxn_one_to_alpha,"['C=COCCCC', 'O=Cc1ccc(Br)cc1']"
9803482,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CCN(CC)c1ccc2cc(-c3oc4cc(Br)ccc4c(=O)c3O)oc2c1']"
9812731,inter_rxn_one_to_alpha,"['C=COCCOC=C', 'Fc1ccc(Br)cc1']"
9865676,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Brc1cccc(Br)n1']"
9869216,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)c1cccc(Br)n1']"
9870482,inter_rxn_one_mixture,"['C=CCCCc1ccccc1', 'Ic1ccccc1']"
9876979,inter_rxn_one_to_beta,"['C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'CCCN(Cc1ccc(Br)cc1)C(=O)OC(C)(C)C']"
9892332,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1cccc(Br)n1']"
9901813,inter_rxn_one_to_beta,"['C=Cc1sc(C=O)c2c1OCCO2', 'CCN(CC)/N=N/c1ccc(I)cc1']"
9946672,inter_rxn_one_to_beta,"['C=C[Si](CC)(CC)CC', 'COc1ccccc1Br']"
9946680,inter_rxn_one_to_beta,"['C=C[Si](CC)(CC)CC', 'CC(=O)c1ccccc1Br']"
9948121,inter_rxn_one_to_beta,"['C=CCCCNC(=O)c1ccccc1', 'Brc1ccc2ccccc2c1']"
9948165,inter_rxn_one_to_beta,"['C=CCO[Si](C)(C)C(C)(C)C', 'CC(C)(C)c1ccc(Br)cc1']"
9950522,inter_rxn_one_to_beta,"['C=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1', 'Cc1cncc(C)c1-c1c(C)cc(Br)cc1C']"
9950524,inter_rxn_one_to_beta,"['C=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1', 'Cc1cncc(C)c1-c1c(C)cc(OS(=O)(=O)C(F)(F)F)cc1C']"
10054833,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'FC(F)(F)c1ccc(Cl)cc1']"
10108719,inter_rxn_one_to_beta,"['C=CC(O)C(=C)C', 'Brc1ccccc1']"
10140658,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1cc(-c2ccccc2)n2nc(C)c(I)c2n1']"
10140678,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Ic1c(-c2ccccc2)nn2c(-c3ccccc3)cc(-c3ccccc3)nc12']"
10140746,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Ic1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc12']"
10140747,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1cc(-c2ccccc2)n2nc(-c3ccccc3)c(I)c2n1']"
10140748,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1nn2c(-c3ccccc3)cc(-c3ccccc3)nc2c1I']"
10140749,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1cc(-c2ccc(Cl)cc2)n2nc(-c3ccccc3)c(I)c2n1']"
10140750,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1cc(-c2ccccc2)n2nc(-c3ccc(Cl)cc3)c(I)c2n1']"
10196433,inter_rxn_one_mixture,"['C=COCCN(C)C', 'COc1ccc(Cl)cc1']"
10251423,inter_rxn_one_to_beta,"['C=Cc1ccncc1', 'Fc1ccc(I)c(F)c1']"
10272758,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'CO[C@@H]1[C@H](OC(C)=O)[C@@H](COC(C)=O)O[C@H]1n1cc(I)c(=O)[nH]c1=O']"
