Reaction ID,RXN type,Reactant(s)
52551006,inter_rxn_one_to_beta,"['C=Cc1ccc(C#N)cc1', 'Brc1ccc2[nH]c3c4ccc(c3c2c1)CCc1ccc(cc1)CC4']"
52636658,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'Cc1ccc(CN(CCO)c2cccc(Br)n2)cc1']"
52636659,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'OCCN(Cc1ccccc1Cl)c1cccc(Br)n1']"
52636660,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'Cc1ccc(CN(CCO)c2cccc(Br)n2)c(C)c1']"
52636661,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'OCCN(Cc1ccccc1F)c1cccc(Br)n1']"
52790110,inter_rxn_one_to_beta,"['C=CC1(C)CC(C=C(C)C)c2c(c3ccccc3[nH]c2=O)O1', 'COc1cc(OC)c2ccc(=O)oc2c1I']"
52842688,inter_rxn_one_to_beta,"['C=Cc1c(C)c2ccc(N(CC)CC)cc2oc1=O', 'COC(=O)c1ccc(Br)s1']"
52859474,inter_rxn_one_to_beta,"['C=CB1OC(C)CC(C)(C)O1', 'COc1cc(/C=C/C=C/I)ccc1Br']"
53226222,inter_rxn_one_to_beta,"['C=CC#N', 'O=C1CN(c2c(OCc3ccccc3)cc3ccc(Br)cc3c2F)S(=O)(=O)N1']"
53324718,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CCc1nc(N)nc(N)c1-c1ccc(Br)cc1']"
53428511,inter_rxn_one_to_beta,"['C=Cc1nc(-c2ccccc2)n[nH]1', 'Cc1ccccc1I']"
53428512,inter_rxn_one_to_beta,"['C=Cc1nc(C(C)C)n[nH]1', 'Cc1ccccc1I']"
53428515,inter_rxn_one_to_beta,"['C=Cc1nc(-c2ccccc2)nn1-c1ccccc1', 'COc1ccccc1I']"
53428517,inter_rxn_one_to_beta,"['C=Cc1nc(-c2ccccc2)nn1-c1ccccc1', 'Ic1ccc2ccccc2c1']"
53541546,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Fc1c(Br)cc2c(c1F)OCC2']"
53666216,inter_rxn_one_to_beta,"['C=CC=O', 'CC1(C)CCCC(CO[Si](C)(C)C(C)(C)C)=C1OS(=O)(=O)C(F)(F)F']"
53821085,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC(=O)OCc1nc(Cl)ccc1C']"
53822098,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1c(Br)ccc2c1nnn2CC1CC1']"
54147223,inter_rxn_one_to_beta,"['C=CC(=O)N1N=Cc2cc(OC)c(OC)cc2C1c1ccccc1C', 'COc1cc(Cc2cnc(N)nc2N)cc(I)c1OC']"
54147227,inter_rxn_one_to_beta,"['C=CC(=O)N1N=Cc2cc(C)c(C)cc2C1CC', 'COc1cc(Cc2cnc(N)nc2N)cc(I)c1OC']"
54147231,inter_rxn_one_to_beta,"['C=CC(=O)N1N=Cc2cc(C)c(C)cc2C1C=C(C)C', 'COc1cc(Cc2cnc(N)nc2N)cc(I)c1OC']"
54147232,inter_rxn_one_to_beta,"['C=CC(=O)N1N=Cc2cc(C)c(C)cc2C1c1ccccc1', 'COc1cc(Cc2cnc(N)nc2N)cc(I)c1OC']"
54147249,inter_rxn_one_to_beta,"['C=CC(=O)N1N=Cc2cc(OC)c(OC)cc2C1CC', 'COc1cc(Cc2cnc(N)nc2N)cc(I)c1OC']"
54147250,inter_rxn_one_to_beta,"['C=CC(=O)N1N=Cc2cc(OC)c(OC)cc2C1CCC', 'COc1cc(Cc2cnc(N)nc2N)cc(I)c1OC']"
54147253,inter_rxn_one_to_beta,"['C=CC(=O)N1N=Cc2cc(OC)c(OC)cc2C1C=C(C)C', 'COc1cc(Cc2cnc(N)nc2N)cc(I)c1OC']"
54147254,inter_rxn_one_to_beta,"['C=CC(=O)N1N=Cc2cc(OC)c(OC)cc2C1c1ccccc1', 'COc1cc(Cc2cnc(N)nc2N)cc(I)c1OC']"
54152059,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1ccc(CN2C(=O)C(=O)c3cc(Br)ccc32)cc1']"
54297109,inter_rxn_one_to_beta,"['C=CC(=O)N(C)Cc1oc2ccccc2c1C', 'C[C@@H]1Nc2cc(Br)cnc2NC(=O)[C@@]1(C)O']"
54297115,inter_rxn_one_to_beta,"['C=CC(=O)N(C)Cc1oc2ccccc2c1C', 'CC1(O)C=Cc2cc(Br)cnc2NC1=O']"
54297360,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CC1(C)Nc2cc(Br)cnc2NC1=O']"
54330591,inter_rxn_one_to_beta,"['C=CC#N', 'Cn1ccc2c(Br)cccc21']"
54339358,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)c1cc(I)cc(CO)n1']"
54412660,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'OCCCN(Cc1ccccc1)c1cccc(Br)n1']"
54458972,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'COc1cc(-c2cc(F)cc(C(C)C)c2Br)ccn1']"
54867430,inter_rxn_one_to_beta,"['C=CB1OC(C)(C)C(C)(C)O1', 'Fc1ncc(Br)cn1']"
54874408,inter_rxn_one_to_alpha,"['C=COCCCC', 'Cc1c(Br)c(=O)n(C2CCCC2)c2nc(N3CCN(C(=O)OC(C)(C)C)CC3)ncc12']"
54915410,inter_rxn_one_to_beta,"['C=CC(N)=O', 'O=c1nc(N2CCN(CC3CCCCC3)CC2)sc2c(I)cc(C(F)(F)F)cc12']"
54915411,inter_rxn_one_to_beta,"['C=CC(=O)NC', 'O=c1nc(N2CCN(CC3CCCCC3)CC2)sc2c(I)cc(C(F)(F)F)cc12']"
54915412,inter_rxn_one_to_beta,"['C=CC(=O)N(C)C', 'O=c1nc(N2CCN(CC3CCCCC3)CC2)sc2c(I)cc(C(F)(F)F)cc12']"
54915415,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'O=c1nc(N2CCN(CC3CCCCC3)CC2)sc2c(I)cc(C(F)(F)F)cc12']"
54962002,inter_rxn_one_to_beta,"['C=Cc1ccc(O)c(OC)c1', 'O=C(O)CN1CC(=O)Oc2c(Br)cccc21']"
54962003,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'O=C(O)CN1CC(=O)Oc2c(Br)cccc21']"
54962004,inter_rxn_one_to_beta,"['C=Cc1ccc(C(C)(C)C)cc1', 'O=C(O)CN1CC(=O)Oc2c(Br)cccc21']"
54962005,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)cc1', 'O=C(O)CN1CC(=O)Oc2c(Br)cccc21']"
54962006,inter_rxn_one_to_beta,"['C=Cc1ccc([N+](=O)[O-])cc1', 'O=C(O)CN1CC(=O)Oc2c(Br)cccc21']"
54962010,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'O=C(O)CN1CC(=O)Oc2c(Br)cccc21']"
55042250,inter_rxn_one_to_beta,"['C=CB1OC(C)(C)C(C)(C)O1', 'Fc1cccc(I)c1F']"
55206286,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(C)OC(=O)NCc1cc(Br)ccc1O']"
55227560,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'Cc1ccc2oc(-c3cccc(Br)c3)nc2c1']"
55347369,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=C(NC1CCCc2cc(Br)ccc21)c1cc(C(F)(F)F)cc(C(F)(F)F)c1']"
55347467,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC(C)(C)OC(=O)N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCc2cc(Br)ccc21']"
55347477,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'FC(F)(F)c1cc(COC2CCc3cc(Br)ccc32)cc(C(F)(F)F)c1']"
55347488,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'FC(F)(F)c1cc(COC2CCCc3cc(Br)ccc32)cc(C(F)(F)F)c1']"
55438869,inter_rxn_one_to_beta,"['C=Cc1ccc(C(F)(F)F)c(N)c1', 'FC(F)(F)c1cncc(Br)c1']"
55438984,inter_rxn_one_to_beta,"['C=Cc1ccc(C(F)(F)F)c(N)c1', 'COC(=O)c1cncc(Br)c1']"
55625889,inter_rxn_one_to_beta,"['C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3[C@](C)(C(=O)O)CCC[C@]23C)C1', 'COc1cccc(I)c1']"
55733502,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'O=C(O)c1ccc(Br)c(F)c1']"
55787545,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=S(=O)(Nc1cccc(Br)c1)c1cccc(C(F)(F)F)c1']"
55787546,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=C(Nc1cccc(Br)c1)c1cccc(C(F)(F)F)c1']"
55929156,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=S(=O)(Nc1ccc(Cl)c(C(F)(F)F)c1)c1cccc(Br)c1']"
55929177,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1cccc(Br)c1']"
55929180,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=C(Nc1cccc(C(F)(F)F)c1)c1cccc(Br)c1']"
55952586,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'COc1ccc2cc(Br)ccc2c1C=O']"
55973007,inter_rxn_one_to_beta,"['C=C[C@@]1(O)CO[C@@H]2[C@@H](N3C(=O)c4ccccc4C3=O)CO[C@@H]21', 'COc1ccc2ncc(F)c(Br)c2n1']"
56119185,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC(C)(C)OC(=O)N(CC(F)F)c1ccc(Br)cn1']"
56248132,inter_rxn_one_to_beta,"['C=Cc1ccc(O)c(OC)c1', 'COC(=O)Cn1c(=O)oc2c(Br)cccc21']"
56308767,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CC(C)(C)[Si](C)(C)OCCOc1cncc(Br)c1']"
56354115,inter_rxn_one_to_beta,"['C=Cc1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1', 'Brc1ccc(Br)c2nsnc12']"
56609480,inter_rxn_one_to_beta,"['C=Cc1ccc(C#N)cc1', 'Cc1nn(C)c(=O)c(-c2c(F)ccc(Cl)c2Br)c1OC(=O)C(C)C']"
56751639,inter_rxn_one_to_beta,"['C=Cc1cc2ccccc2c2c1sc1ccc3ccccc3c12', 'COc1cccc(OC)c1I']"
56879776,inter_rxn_one_to_beta,"['C=Cc1ccc(SC)cc1', 'COCOc1ccc(I)cc1Br']"
56879778,inter_rxn_one_to_beta,"['C=Cc1ccc(F)cc1', 'COCOc1ccc(I)cc1Br']"
57298061,inter_rxn_one_to_beta,"['C=CC#N', 'O=[N+]([O-])c1ccc(Br)cc1F']"
57339865,inter_rxn_one_to_beta,"['C=Cc1ccc(O)c(OC)c1', 'COC(=O)CN1C(=O)C2(OCCO2)c2cc(Br)ccc21']"
57340085,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'COC(=O)CN1C(=O)C2(OCCO2)c2cc(Br)ccc21']"
57340086,inter_rxn_one_to_beta,"['C=Cc1ccc(F)cc1', 'COC(=O)CN1C(=O)C2(OCCO2)c2cc(Br)ccc21']"
57340087,inter_rxn_one_to_beta,"['C=Cc1ccc(C(F)(F)F)cc1', 'COC(=O)CN1C(=O)C2(OCCO2)c2cc(Br)ccc21']"
57340088,inter_rxn_one_to_beta,"['C=Cc1ccc(Cl)cc1', 'COC(=O)CN1C(=O)C2(OCCO2)c2cc(Br)ccc21']"
57340089,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'COC(=O)CN1C(=O)C2(OCCO2)c2cc(Br)ccc21']"
57340090,inter_rxn_one_to_beta,"['C=Cc1ccc(C(C)(C)C)cc1', 'COC(=O)CN1C(=O)C2(OCCO2)c2cc(Br)ccc21']"
57340091,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)cc1', 'COC(=O)CN1C(=O)C2(OCCO2)c2cc(Br)ccc21']"
57379666,inter_rxn_one_to_beta,"['C=Cc1cccc([N+](=O)[O-])c1', 'C=C(Br)C1Oc2ccccc2C(=O)N1c1ccccc1']"
57413742,inter_rxn_one_to_beta,"['C=Cc1ccc(Sc2ccncc2C(=O)CC)cc1', 'Cc1cc(Br)ccn1']"
57413785,inter_rxn_one_to_beta,"['C=Cc1ccnc(C)c1', 'Oc1ccc(I)cc1']"
57470413,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(=O)OC1(c2ccccc2)OC(=O)C(C)=C1I']"
57548234,inter_rxn_one_to_beta,"['C=CC(=O)N(C)Cc1oc2ccccc2c1C', 'O=C1Nc2ncc(Br)cc2CCC1N1CC2(COC2)C1']"
57548256,inter_rxn_one_to_beta,"['C=CC(=O)N(C)Cc1oc2ccccc2c1C', 'C[C@H]1CN(C2CNc3cc(Br)cnc3NC2=O)C[C@@H](C)O1']"
57548284,inter_rxn_one_to_beta,"['C=CC(=O)N(C)Cc1oc2ccccc2c1C', 'CC(C)(C)OC(=O)NC1CCc2cc(Br)cnc2NC1=O']"
57553446,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'O=C1CN(c2c(OCc3ccccc3)cc3ccc(Br)cc3c2F)S(=O)(=O)N1']"
57949499,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'CC(C)(C)c1ccc(I)cc1']"
58089203,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)cc1', 'NC1=C(I)C(=O)c2ccccc2C1=O']"
58096810,inter_rxn_one_to_beta,"['C=CB1OC(C)(C)C(C)(C)O1', 'O=Cc1ccc(C(F)(F)F)c(Br)c1']"
58150780,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'COC(=O)C(C)(C)c1cccc(Br)c1']"
58168351,inter_rxn_one_to_beta,"['C=Cc1ccc(OCOCC[Si](C)(C)C)c(OC)c1', 'CC(C)=CCOc1cc(Br)cc(OC(F)(F)F)c1']"
58308935,inter_rxn_one_to_beta,"['C=Cc1ccc(N(C)C(=O)OC(C)(C)C)nc1', 'OCCOCCOCCOc1ncc(Br)cn1']"
58308936,inter_rxn_one_to_beta,"['C=Cc1ccc(N(C)C(=O)OC(C)(C)C)cn1', 'OCCOCCOCCOc1ccc(I)cn1']"
58345266,inter_rxn_one_to_beta,"['C=Cc1c(F)c(F)c(F)c(F)c1F', 'COC(=O)c1ccc(I)cc1']"
58744482,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CN(c1cc(Br)ccc1[N+](=O)[O-])S(C)(=O)=O']"
58837071,inter_rxn_one_to_beta,"['C=Cc1ccc(N(CCCC)CCCC)cc1', 'Brc1ccc2ncsc2c1']"
59325601,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1cc(Cl)nc(I)c1N']"
59332275,inter_rxn_one_to_beta,"['C=Cc1nccc(-c2cccc(NC(=O)c3nc4c(n3C)CCN(C)C4)c2C)c1C#N', 'Cc1cc(Br)c(Cl)cc1C=O']"
59492029,inter_rxn_one_mixture,"['C=Cc1ccc(N(CCCC)CCCC)cc1CC', 'Brc1ccc2ncccc2c1']"
59492031,inter_rxn_one_mixture,"['C=Cc1ccc(N(CCCC)CCCC)cc1CC', 'Cc1nc2ccc(Br)cc2nc1-c1ccccc1']"
59492033,inter_rxn_one_mixture,"['C=Cc1ccc(N(CC)CC)cc1OCCCC', 'Cc1nc2ccc(Br)cc2nc1-c1ccccc1']"
59492041,inter_rxn_one_mixture,"['C=Cc1c(-c2ccccc2)c(C)c2ccccn12', 'CCCn1c(=O)c(C)nc2ccc(Br)cc21']"
59492093,inter_rxn_one_to_beta,"['C=Cc1ccc(N(CC)CCOC(C)=O)cc1', 'Cc1nc2ccc(Br)cc2nc1-c1ccccc1']"
59541065,inter_rxn_one_to_beta,"['C=C[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@@]21C', 'O=C(NC1CC1)c1ccc2cncc(Br)c2n1']"
59541103,inter_rxn_one_to_beta,"['C=C[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@@]21C', 'Ic1cccnc1']"
59632042,inter_rxn_one_to_beta,"['C=CC(=O)NC1CCc2ccccc21', 'CCc1n[nH]c2cc(Br)ccc12']"
59669261,inter_rxn_one_to_beta,"['C=CC(=O)Nc1c(C)cccc1C', 'Brc1ccc2cn[nH]c2c1']"
59669447,inter_rxn_one_to_beta,"['C=CC(=O)NC1CCc2ccccc21', 'Fc1c(Br)ccc2cn[nH]c12']"
59669449,inter_rxn_one_to_beta,"['C=CC(=O)NC1CCc2ccccc21', 'Fc1cc(Br)cc2[nH]ncc12']"
59713341,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'CN1C(=O)c2ccccc2C2(OC(C(C)(C)C)=Nc3ccc(Br)cc32)C1=O']"
59852706,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(C)OC(=O)Nc1cccc(CNc2nc(Cl)ncc2Br)c1']"
60127313,inter_rxn_one_to_beta,"['C=Cc1ccc2c(c1)c1ccccc1n2CCCCCCOC(C)=O', 'Cc1nc2ccc(Br)cc2nc1-c1ccccc1']"
1516917,inter_rxn_one_to_beta,"['C=Cc1ccncc1', 'CCCCN(CCCC)c1ccc(/C=C/c2ccc(Br)cc2)cc1']"
1725060,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'O=c1c(Br)coc2ccccc12']"
1813682,inter_rxn_one_to_alpha,"['C=COCCCC', 'N#Cc1ccc(OS(=O)(=O)C(F)(F)F)cc1']"
1813745,inter_rxn_one_to_alpha,"['C=COCCCC', 'COc1ccc2c(c1)CCC=C2OS(=O)(=O)C(F)(F)F']"
1929884,inter_rxn_one_to_beta,"['C=COCCN(C)C', 'Cc1ccc(I)cc1']"
1935386,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'N#CCc1ccc(Br)cc1']"
3339903,inter_rxn_one_to_beta,"['C=CC(N)=O', 'O=[N+]([O-])c1cccc(I)c1']"
3339939,inter_rxn_one_to_beta,"['C=CC(N)=O', 'Clc1ccccc1I']"
3340015,inter_rxn_one_to_beta,"['C=CC(N)=O', 'COCN1C(=O)[C@@H]2CC(OS(=O)(=O)C(F)(F)F)=CN2C(=O)c2ccccc21']"
3340016,inter_rxn_one_to_beta,"['C=CC(N)=O', 'Cc1ccc2c3c1OC(c1ccccc1)N3C(=O)[C@@H]1CC(OS(=O)(=O)C(F)(F)F)=CN1C2=O']"
3352287,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=CNc1ccccc1I']"
4093657,inter_rxn_one_to_beta,"['C=CC(=O)O', 'O=C(O)c1cccc(Br)c1']"
4480668,inter_rxn_one_to_beta,"['C=CP(=O)(OCC)OCC', 'Ic1ccccc1']"
4483121,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Fc1ccccc1I']"
4719362,inter_rxn_one_mixture,"['C=COCCCC', 'Brc1ccccc1']"
4857362,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Br/C=C/c1ccccc1']"
5217729,inter_rxn_one_mixture,"['C=Cc1ccccc1', 'O=[N+]([O-])c1ccc(Br)cc1']"
8957879,inter_rxn_one_mixture,"['C=CC(=O)OC', 'Brc1ccccc1']"
8957897,inter_rxn_one_mixture,"['C=CC(=O)OC', 'Fc1ccc(Br)cc1']"
8960517,inter_rxn_one_to_beta,"['C=CC(=O)O', 'Cc1ccc(S(=O)(=O)Nc2ccc(I)cc2)cc1']"
8990676,inter_rxn_one_to_beta,"['C=C[Si](C)(C)c1ccccn1', 'Ic1ccsc1']"
8998430,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'Ic1ccncc1']"
9149306,inter_rxn_one_to_beta,"['C=CC(=O)O', 'Ic1cccc2ccccc12']"
9152630,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'COc1ccc(-c2ccc([N+](=O)[O-])cc2Br)cc1']"
9184366,inter_rxn_one_to_beta,"['C=COCCCC', 'Brc1ccc2ccccc2c1']"
9208104,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'OCc1ccc(Cl)cc1']"
9263221,inter_rxn_one_to_beta,"['C=CC(N)=O', 'Brc1ccccc1']"
9388924,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'Cc1cccc(C)c1I']"
9388939,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'CCc1ccc(I)cc1']"
9388940,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'CC(C)c1ccccc1I']"
9458467,inter_rxn_one_to_beta,"['C=Cc1cc(OC)cc(OC)c1', 'CCOC(=O)c1ccc(I)cc1']"
9577349,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'CCc1ccc(I)cc1']"
9605727,inter_rxn_one_to_beta,"['C=CC(=O)O', 'COc1ccccc1I']"
9605729,inter_rxn_one_to_beta,"['C=CC(=O)O', 'O=Cc1ccc(I)cc1']"
9646031,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'COC1CCC(C2=C[C@@H]3CC[C@H](OC(C)(C)C)[C@@]3(C)CC2)=C(Br)C1']"
9646032,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CC(C)(C)O[C@H]1CC[C@@H]2C=C(C3=C(Br)CC4(CC3)OCCO4)CC[C@]12C']"
9646033,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CC(C)(C)O[C@H]1CC[C@H]2C=C(C3=C(Br)CC4(CC3)OCCO4)CC[C@@]21C']"
9648499,inter_rxn_one_to_beta,"['C=CC(=O)OC1CCCCC1', 'Cc1ccc(I)cc1']"
9777472,inter_rxn_one_to_alpha,"['C=CNC(C)=O', 'CC(=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1']"
9803417,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Nc1cc(Cl)ccc1I']"
9973494,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CN(CCCOc1c(Br)cc(I)cc1Br)S(=O)(=O)c1ccccc1[N+](=O)[O-]']"
10058413,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Oc1ccc(Br)cc1Cl']"
10103322,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'COc1cc(Br)cc(OC)c1']"
10140650,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'C[C@H]1CC[C@H]2COCC2=C1Br']"
10189371,inter_rxn_one_to_beta,"['C=CCCCC', 'Ic1ccccc1']"
10222560,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=C1c2ccccc2C(=O)N1CCCOc1c(-c2ccccc2)oc2c(Cc3ccccc3)cc(Cl)cc2c1=O']"
10222638,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)c1ccc(Br)c(C(=O)OC)n1']"
10231281,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Oc1ccc(I)c(C(F)(F)F)c1C(F)(F)F']"
10430147,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)N(CCOc1c(Br)cc(I)cc1Br)C(C)C']"
10430157,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Brc1cc(I)cc(Br)c1OCCN1CCOCC1']"
10441938,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1ccc2ccccc2c1Br']"
10721009,inter_rxn_one_to_beta,"['C=CCc1cccc(N(C)C(=O)OC(C)(C)C)n1', 'COC(=O)[C@H](Cc1ccc(Br)s1)NC(=O)OC(C)(C)C']"
10813741,inter_rxn_one_to_beta,"['C=CC(=O)N(C)Cc1cccc(OC)c1OCCC', 'CC1(C)COc2cc(Br)cnc2NC1=O']"
10904826,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1nc(N)nc(NC2CCC(O)CC2)c1Br']"
10946191,inter_rxn_one_to_beta,"['C=Cc1ccc(F)cc1', 'Fc1cc(I)ccn1']"
11007326,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Brc1ccc2c(c1)OCO2']"
11078854,inter_rxn_one_to_beta,"['C=Cc1ccc(N(C)C(=O)OC(C)(C)C)cc1', 'FCCOCCOCCOc1ncc(I)cc1Br']"
11080060,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'FC(F)(F)c1cccc(I)c1']"
11131083,inter_rxn_one_to_alpha,"['C=CC[Si](C)(C)C', 'O=S(=O)(Oc1ccccc1)C(F)(F)F']"
11137526,inter_rxn_one_to_beta,"['C=Cc1ccc([N+](=O)[O-])cc1', 'CCC1(CC)c2cc(Br)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21']"
11184987,inter_rxn_one_to_beta,"['C=CC(C)=O', 'Fc1ccc(Br)cc1']"
11216783,inter_rxn_one_to_beta,"['C=Cc1ccc(F)cc1', 'COC(=O)c1cc([N+](=O)[O-])ccc1Cl']"
11270842,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1cc(I)ccc1[N+](=O)[O-]']"
23057889,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'O=C1CN(C(=O)OCc2ccccc2)Cc2cc(Br)cnc2N1']"
23057892,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CN(C)CCN1Cc2cc(Br)cnc2NC1=O']"
23138657,inter_rxn_one_to_beta,"['C=CC#N', 'Cc1cc(I)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1']"
23311192,inter_rxn_one_to_beta,"['C=CC(N)=O', 'CCOC(=O)C1=Cc2cc(Br)cc(Cl)c2OC1C(F)(F)F']"
23408059,inter_rxn_one_to_beta,"['C=Cc1cc(OC(C)=O)cc(OC(C)=O)c1', 'CC(=O)Oc1ccc(Br)cc1']"
23408640,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Cc1cc(C(=C2CCCCC2)c2ccc(O)cc2)ccc1Br']"
23424238,inter_rxn_one_to_beta,"['C=CC(=O)Nc1cc(-c2cccs2)ccc1N', 'Cc1ccc(S(=O)(=O)Nc2ccc(I)cc2)cc1']"
23573199,inter_rxn_one_to_beta,"['C=CCN(Cc1ccc(OC(F)(F)F)cc1)c1ccc(C(C)=O)cn1', 'COc1ccc(Br)cc1']"
23664580,inter_rxn_one_to_alpha,"['C=CC[Si](C)(C)C', 'COc1cccc(COc2c(OS(=O)(=O)C(F)(F)F)ccnc2C)c1']"
23744110,inter_rxn_one_mixture,"['C=Cc1ccccc1', 'O=S1(=O)NCCCNc2nc(ncc2I)Nc2cccc1c2']"
23748510,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'CNC(=O)c1ccccc1Sc1ccc2c(I)n[nH]c2c1']"
23989902,inter_rxn_one_to_beta,"['C=CC#N', 'FC(F)(F)c1cc(Cl)cc(C(F)(F)F)c1']"
24198371,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=S(=O)(Oc1ccc(C2OCCO2)c2ccccc12)C(F)(F)F']"
24202566,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=[N+]([O-])c1cc(F)ccc1I']"
24272592,inter_rxn_one_to_beta,"['C=CCCO', 'CC(C)(C)NC(=O)Cn1c(-c2cccc(Cl)c2)nc2ccc(I)cc2c1=O']"
24345339,inter_rxn_one_to_beta,"['C=CC#N', 'O=C(NCc1ccc(Cl)cc1)c1cnc2c(F)cc(I)cc2c1O']"
24428466,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'Clc1ccc(COc2ccccc2)c(Br)c1']"
